age,favorite_influencer,preferred_color,shopping_frequency,instagram_hours,tiktok_hours,budget_range,preferred_store,fashion_style
24,none,black,1,7.0,3.7,187,nike,athleisure
16,none,pink,1,6.4,3.7,61,shein,y2k
23,rihanna,white,3,5.0,2.8,101,adidas,athleisure
16,harry_styles,white,2,3.2,3.1,105,nike,streetwear
18,none,brown,5,7.7,2.8,30,thrift_stores,vintage
18,style_blogger,black,2,5.3,2.6,263,hm,minimal
19,bella_hadid,pink,2,6.0,3.0,87,forever21,y2k
22,none,black,4,2.8,1.7,163,adidas,athleisure
23,none,yellow,3,1.6,1.1,23,thrift_stores,vintage
23,bella_hadid,green,6,1.4,3.7,126,nike,athleisure
19,emma_chamberlain,white,3,1.4,0.5,34,shein,y2k
24,style_blogger,beige,4,7.4,1.6,114,thrift_stores,vintage
22,billie_eilish,red,1,7.0,3.4,180,nike,streetwear
20,style_blogger,beige,6,5.2,2.0,222,urban_outfitters,minimal
20,style_blogger,beige,3,7.5,3.4,66,thrift_stores,vintage
21,none,beige,1,1.6,1.4,29,thrift_stores,vintage
20,asap_rocky,black,1,7.3,3.2,151,urban_outfitters,streetwear
23,harry_styles,white,5,5.0,1.5,125,shein,streetwear
21,none,black,7,2.0,0.9,245,adidas,athleisure
24,style_blogger,brown,7,5.8,3.6,20,thrift_stores,vintage
16,none,red,2,2.1,3.4,66,nike,streetwear
21,emma_chamberlain,brown,3,6.5,1.5,34,asos,vintage
23,zendaya,brown,2,1.2,2.2,128,hm,minimal
19,harry_styles,white,6,6.9,1.3,181,adidas,streetwear
22,none,brown,3,2.6,2.9,54,thrift_stores,vintage
25,none,black,2,1.7,1.7,224,urban_outfitters,minimal
21,none,brown,4,7.4,1.0,87,urban_outfitters,vintage
25,none,white,3,2.8,1.6,185,adidas,streetwear
17,none,white,3,1.6,1.6,135,forever21,y2k
17,style_blogger,black,7,6.8,2.4,250,urban_outfitters,minimal
25,rihanna,blue,2,2.7,2.4,65,nike,athleisure
24,none,white,2,1.0,3.9,182,adidas,athleisure
19,rihanna,black,6,4.1,1.0,219,zara,athleisure
21,emma_chamberlain,brown,4,5.6,2.9,82,urban_outfitters,minimal
16,rihanna,black,7,4.5,3.7,184,nike,athleisure
24,asap_rocky,white,2,1.6,1.9,74,shein,streetwear
22,zendaya,beige,3,2.6,3.4,127,zara,minimal
21,bella_hadid,pink,1,3.9,0.7,93,shein,y2k
16,none,red,4,3.2,1.4,193,urban_outfitters,streetwear
25,style_blogger,yellow,3,6.0,1.5,21,thrift_stores,vintage
22,harry_styles,black,6,2.1,1.3,173,nike,streetwear
16,none,green,5,5.4,1.5,85,nike,streetwear
22,none,black,5,3.3,1.9,183,zara,athleisure
19,harry_styles,red,5,2.0,1.4,76,shein,streetwear
19,rihanna,black,5,3.4,3.3,241,nike,athleisure
21,none,green,3,3.9,1.3,223,nike,athleisure
24,harry_styles,black,6,4.7,0.8,54,urban_outfitters,streetwear
19,asap_rocky,green,4,7.8,3.3,155,adidas,streetwear
18,none,brown,3,3.9,2.0,72,urban_outfitters,vintage
23,none,brown,1,1.9,0.8,50,urban_outfitters,vintage
22,none,black,7,2.5,3.2,141,urban_outfitters,streetwear
17,style_blogger,beige,3,7.7,1.0,282,urban_outfitters,minimal
18,style_blogger,black,6,4.0,1.5,223,zara,minimal
24,billie_eilish,green,6,2.5,0.7,126,adidas,streetwear
21,none,black,2,5.2,1.9,129,nike,streetwear
24,rihanna,black,4,6.4,2.9,235,nike,athleisure
19,asap_rocky,white,7,7.2,2.5,127,nike,streetwear
22,emma_chamberlain,brown,2,7.4,1.9,37,thrift_stores,vintage
23,none,black,4,5.2,1.6,206,asos,minimal
19,style_blogger,beige,3,7.5,1.6,188,zara,minimal
18,emma_chamberlain,yellow,7,4.9,1.7,35,asos,vintage
16,none,blue,7,6.1,3.2,138,asos,y2k
16,billie_eilish,white,7,6.7,3.6,159,urban_outfitters,streetwear
19,none,brown,2,5.2,1.9,44,thrift_stores,vintage
24,bella_hadid,black,7,7.8,1.9,155,nike,athleisure
21,none,white,5,3.1,1.9,272,hm,minimal
19,emma_chamberlain,beige,5,5.0,2.9,210,urban_outfitters,minimal
19,none,purple,3,2.3,0.6,131,shein,y2k
21,bella_hadid,blue,4,4.9,2.3,102,nike,athleisure
18,none,white,7,7.8,2.2,79,zara,athleisure
22,none,green,3,5.8,1.4,97,adidas,athleisure
21,emma_chamberlain,yellow,6,7.3,0.8,91,urban_outfitters,vintage
22,rihanna,blue,3,7.4,0.6,169,adidas,athleisure
23,none,brown,6,5.4,3.8,133,hm,minimal
22,bella_hadid,green,4,5.1,1.7,232,nike,athleisure
24,billie_eilish,white,4,8.0,2.1,127,urban_outfitters,streetwear
19,rihanna,green,3,5.6,2.0,238,nike,athleisure
19,bella_hadid,white,2,2.4,1.1,66,zara,athleisure
24,none,beige,4,3.7,1.1,71,thrift_stores,vintage
16,style_blogger,beige,1,1.7,0.9,150,asos,minimal
23,style_blogger,beige,1,3.8,1.5,106,asos,minimal
18,billie_eilish,white,6,6.3,2.6,66,adidas,streetwear
19,billie_eilish,red,2,3.1,1.2,61,shein,streetwear
16,none,white,6,4.3,2.0,193,zara,athleisure
20,none,black,3,3.4,3.6,61,shein,streetwear
22,none,white,5,1.8,0.9,61,zara,athleisure
22,emma_chamberlain,beige,7,6.7,3.4,240,urban_outfitters,minimal
17,harry_styles,black,1,4.1,0.6,176,adidas,streetwear
22,style_blogger,red,6,1.4,2.6,28,thrift_stores,vintage
25,none,white,5,1.1,1.0,181,nike,athleisure
25,bella_hadid,black,5,4.4,1.8,170,hm,athleisure
22,billie_eilish,black,5,8.0,1.2,94,adidas,streetwear
20,asap_rocky,black,5,4.2,1.7,71,adidas,streetwear
23,rihanna,black,6,2.7,1.8,247,nike,athleisure
21,none,brown,4,1.5,0.5,32,thrift_stores,vintage
24,billie_eilish,red,4,5.1,0.6,186,nike,streetwear
24,none,white,6,4.4,1.1,73,nike,streetwear
19,none,white,7,6.5,2.0,94,nike,streetwear
24,none,beige,6,6.1,2.2,45,asos,vintage
16,none,black,7,2.9,3.1,78,adidas,athleisure
16,none,white,3,2.0,2.0,78,asos,y2k
21,none,green,3,3.8,1.0,75,zara,athleisure
22,none,brown,6,3.5,2.8,232,hm,minimal
22,none,beige,1,2.4,1.6,98,thrift_stores,vintage
17,none,black,4,5.9,1.7,184,shein,streetwear
20,none,yellow,7,3.2,3.7,64,thrift_stores,vintage
16,zendaya,white,1,2.7,0.8,120,hm,minimal
17,bella_hadid,purple,1,3.5,0.9,53,shein,y2k
18,bella_hadid,pink,2,5.4,3.3,136,urban_outfitters,y2k
24,none,white,4,6.5,1.8,226,zara,minimal
24,none,beige,3,1.6,1.1,115,asos,vintage
24,rihanna,white,4,5.5,2.8,132,zara,athleisure
24,rihanna,white,7,5.6,3.3,180,hm,athleisure
17,bella_hadid,white,3,1.3,1.3,90,shein,y2k
24,asap_rocky,green,5,5.7,1.3,91,shein,streetwear
23,harry_styles,white,7,1.6,1.9,109,urban_outfitters,streetwear
25,none,black,7,1.9,2.9,257,hm,minimal
25,style_blogger,red,3,5.5,3.1,77,thrift_stores,vintage
18,rihanna,white,1,3.6,3.1,121,zara,athleisure
22,zendaya,black,3,6.5,3.7,179,hm,minimal
21,asap_rocky,black,7,7.5,3.5,132,shein,streetwear
25,zendaya,black,6,3.3,2.3,294,urban_outfitters,minimal
23,rihanna,white,6,1.0,2.1,87,hm,athleisure
20,style_blogger,yellow,6,7.0,1.0,70,asos,vintage
16,emma_chamberlain,red,6,3.2,3.5,54,asos,vintage
16,none,white,2,4.8,1.2,100,hm,athleisure
19,style_blogger,beige,3,6.0,0.9,67,asos,vintage
19,none,green,4,1.8,1.9,154,hm,athleisure
17,none,white,7,2.7,3.8,85,urban_outfitters,streetwear
24,none,white,1,1.4,1.4,165,adidas,streetwear
24,asap_rocky,white,3,2.7,0.8,87,urban_outfitters,streetwear
24,style_blogger,beige,2,5.5,2.0,41,thrift_stores,vintage
16,asap_rocky,green,7,6.9,1.4,143,adidas,streetwear
18,asap_rocky,white,4,4.6,1.5,115,urban_outfitters,streetwear
17,asap_rocky,black,7,4.0,0.9,67,shein,streetwear
19,asap_rocky,red,7,1.2,4.0,77,urban_outfitters,streetwear
17,asap_rocky,black,6,3.4,2.1,62,urban_outfitters,streetwear
22,none,black,2,4.7,0.6,261,zara,minimal
22,none,blue,4,7.0,1.4,127,hm,athleisure
25,rihanna,white,6,3.4,3.4,238,nike,athleisure
21,none,pink,6,4.9,1.5,76,shein,y2k
18,bella_hadid,green,1,4.8,3.4,185,adidas,athleisure
17,asap_rocky,black,3,5.4,0.9,159,shein,streetwear
17,bella_hadid,white,1,7.7,1.4,122,shein,y2k
20,billie_eilish,white,1,6.9,2.3,75,adidas,streetwear
16,none,pink,2,3.6,1.9,100,urban_outfitters,y2k
22,none,brown,6,5.6,1.9,100,urban_outfitters,vintage
16,harry_styles,black,1,1.3,1.5,195,urban_outfitters,streetwear
22,none,blue,3,7.6,1.0,95,nike,athleisure
22,style_blogger,black,2,6.4,2.7,287,urban_outfitters,minimal
17,none,blue,2,7.5,3.4,117,zara,athleisure
19,emma_chamberlain,beige,6,2.7,2.0,237,urban_outfitters,minimal
18,asap_rocky,white,7,6.3,3.0,105,adidas,streetwear
17,bella_hadid,white,7,3.9,0.8,72,adidas,athleisure
25,rihanna,blue,1,1.6,1.0,230,nike,athleisure
23,style_blogger,yellow,6,6.7,1.7,115,thrift_stores,vintage
16,none,black,7,3.0,0.8,134,adidas,streetwear
16,asap_rocky,green,6,6.3,1.7,131,urban_outfitters,streetwear
17,none,red,3,4.3,1.3,28,thrift_stores,vintage
18,billie_eilish,white,5,2.3,3.7,141,adidas,streetwear
18,none,yellow,1,6.9,1.8,82,urban_outfitters,vintage
19,emma_chamberlain,purple,5,6.2,2.1,129,asos,y2k
24,none,white,6,5.4,1.2,216,adidas,athleisure
24,rihanna,white,5,3.7,0.9,220,zara,athleisure
19,none,purple,2,4.7,3.0,59,shein,y2k
23,none,red,2,1.2,1.8,67,thrift_stores,vintage
22,rihanna,blue,3,4.4,3.0,79,zara,athleisure
19,bella_hadid,green,4,1.8,1.6,193,adidas,athleisure
21,style_blogger,beige,4,7.1,0.8,67,urban_outfitters,vintage
22,zendaya,white,5,4.7,2.7,201,urban_outfitters,minimal
21,rihanna,white,2,5.7,2.0,70,zara,athleisure
22,none,white,2,1.7,3.3,113,zara,minimal
18,rihanna,black,6,7.3,2.5,157,adidas,athleisure
18,none,blue,3,5.4,2.6,37,forever21,y2k
24,rihanna,black,4,1.6,2.0,69,hm,athleisure
21,none,beige,7,4.5,1.6,246,urban_outfitters,minimal
21,none,white,2,1.3,2.7,153,urban_outfitters,minimal
21,rihanna,green,6,4.2,2.2,129,zara,athleisure
17,asap_rocky,red,2,4.5,3.2,97,urban_outfitters,streetwear
25,emma_chamberlain,brown,7,1.8,0.7,71,thrift_stores,vintage
23,emma_chamberlain,beige,2,3.4,2.8,163,hm,minimal
23,none,brown,3,7.1,2.5,106,urban_outfitters,vintage
16,none,beige,6,4.4,3.2,226,asos,minimal
21,asap_rocky,white,5,2.2,0.7,185,urban_outfitters,streetwear
18,none,white,4,7.7,1.8,135,hm,athleisure
21,emma_chamberlain,beige,7,5.1,3.2,109,urban_outfitters,vintage
20,emma_chamberlain,yellow,2,6.9,2.2,60,thrift_stores,vintage
22,style_blogger,white,4,2.6,2.7,164,hm,minimal
20,dua_lipa,pink,5,1.9,1.2,142,asos,y2k
19,none,purple,5,3.1,0.6,73,forever21,y2k
24,none,beige,2,7.5,3.1,75,thrift_stores,vintage
25,none,black,1,2.5,2.7,225,nike,athleisure
20,emma_chamberlain,black,5,3.7,1.5,245,hm,minimal
21,emma_chamberlain,white,2,6.6,2.0,54,forever21,y2k
20,none,black,5,5.3,2.1,154,adidas,streetwear
25,emma_chamberlain,beige,2,1.8,3.8,80,zara,minimal
23,none,brown,7,3.9,3.0,68,thrift_stores,vintage
24,style_blogger,yellow,7,7.9,2.0,114,urban_outfitters,vintage
17,dua_lipa,purple,7,4.1,3.8,86,asos,y2k
19,emma_chamberlain,white,1,1.8,0.6,143,forever21,y2k
19,bella_hadid,white,7,7.8,2.3,82,shein,y2k
16,none,white,4,3.1,3.2,205,nike,athleisure
22,asap_rocky,black,2,3.3,0.7,118,urban_outfitters,streetwear
25,none,green,1,6.0,1.5,238,adidas,athleisure
20,zendaya,beige,7,3.9,3.8,137,zara,minimal
18,bella_hadid,white,3,4.7,2.2,126,urban_outfitters,y2k
25,none,yellow,7,1.4,3.8,110,urban_outfitters,vintage
19,rihanna,green,7,3.0,1.5,179,adidas,athleisure
16,bella_hadid,blue,1,4.1,2.3,134,forever21,y2k
22,asap_rocky,red,3,2.8,1.7,161,shein,streetwear
24,none,green,2,7.7,2.4,184,adidas,streetwear
16,harry_styles,white,7,7.1,3.8,68,shein,streetwear
22,style_blogger,brown,4,6.9,0.7,44,asos,vintage
19,none,red,2,3.6,3.2,76,urban_outfitters,vintage
18,none,black,4,6.6,2.5,58,shein,streetwear
18,none,black,7,2.0,1.1,168,adidas,athleisure
22,style_blogger,yellow,3,2.0,2.5,46,urban_outfitters,vintage
23,none,beige,3,3.8,3.5,37,thrift_stores,vintage
23,none,pink,7,7.8,2.1,121,urban_outfitters,y2k
17,none,brown,7,1.3,1.9,39,thrift_stores,vintage
16,bella_hadid,white,6,6.3,2.3,137,shein,y2k
17,none,green,7,6.9,1.8,130,zara,athleisure
22,emma_chamberlain,red,2,6.9,0.6,77,thrift_stores,vintage
17,bella_hadid,green,3,1.5,2.2,145,hm,athleisure
16,style_blogger,beige,6,6.3,3.0,167,zara,minimal
24,bella_hadid,white,3,6.6,1.3,63,hm,athleisure
23,emma_chamberlain,beige,4,6.2,0.5,296,urban_outfitters,minimal
21,style_blogger,brown,4,2.6,1.1,21,thrift_stores,vintage
25,rihanna,green,5,5.9,4.0,247,adidas,athleisure
24,harry_styles,white,6,5.0,1.5,146,nike,streetwear
18,harry_styles,red,2,6.0,2.1,166,adidas,streetwear
22,none,black,2,4.1,2.4,79,adidas,athleisure
22,none,black,6,6.7,3.2,170,asos,minimal
24,rihanna,white,6,6.6,1.4,108,zara,athleisure
17,zendaya,white,2,4.0,4.0,143,asos,minimal
22,asap_rocky,black,1,2.9,3.7,51,adidas,streetwear
20,none,white,3,2.5,2.1,143,urban_outfitters,streetwear
20,billie_eilish,red,2,4.5,2.5,102,shein,streetwear
21,style_blogger,yellow,5,7.5,0.6,22,urban_outfitters,vintage
25,asap_rocky,white,3,1.6,2.9,151,shein,streetwear
16,none,brown,6,5.1,1.2,20,asos,vintage
17,none,purple,2,4.3,3.7,98,asos,y2k
25,bella_hadid,green,3,4.3,1.7,129,hm,athleisure
20,none,brown,7,5.6,0.6,91,thrift_stores,vintage
20,none,green,2,5.7,3.4,104,nike,streetwear
25,emma_chamberlain,yellow,5,5.7,1.7,91,thrift_stores,vintage
23,none,black,6,4.1,1.7,99,asos,minimal
24,none,white,5,2.3,0.7,129,shein,streetwear
22,rihanna,white,6,8.0,2.4,235,adidas,athleisure
24,style_blogger,brown,4,5.1,3.1,70,thrift_stores,vintage
20,style_blogger,beige,1,6.3,2.7,137,zara,minimal
22,emma_chamberlain,brown,2,5.3,3.2,86,urban_outfitters,vintage
25,none,red,4,5.5,1.6,39,asos,vintage
16,none,black,3,2.5,2.7,52,shein,streetwear
25,rihanna,green,3,5.5,1.3,83,adidas,athleisure
24,none,white,3,2.2,0.5,127,adidas,athleisure
17,billie_eilish,white,4,2.9,3.6,108,nike,streetwear
20,emma_chamberlain,black,2,5.8,1.2,239,urban_outfitters,minimal
16,rihanna,green,1,4.6,2.3,95,nike,athleisure
20,asap_rocky,white,4,2.2,3.7,165,shein,streetwear
20,asap_rocky,black,4,5.4,1.4,115,adidas,streetwear
21,billie_eilish,white,1,2.1,2.9,122,nike,streetwear
16,emma_chamberlain,pink,1,6.5,3.7,113,shein,y2k
19,style_blogger,white,2,7.6,3.8,178,asos,minimal
16,bella_hadid,blue,1,2.9,0.5,129,shein,y2k
17,bella_hadid,white,4,5.4,1.0,58,urban_outfitters,y2k
22,none,white,6,1.1,3.7,121,nike,athleisure
19,none,pink,1,7.8,3.7,97,forever21,y2k
17,bella_hadid,white,1,3.1,0.9,38,shein,y2k
18,asap_rocky,black,6,4.6,3.0,179,shein,streetwear
22,none,pink,4,1.8,2.5,90,shein,y2k
17,billie_eilish,white,3,3.5,3.1,155,shein,streetwear
22,harry_styles,black,6,7.0,1.7,52,nike,streetwear
25,none,black,2,2.1,2.7,90,asos,minimal
19,none,black,5,3.2,2.3,163,nike,streetwear
24,bella_hadid,white,7,1.1,2.9,48,forever21,y2k
23,style_blogger,red,7,6.2,1.0,69,thrift_stores,vintage
20,emma_chamberlain,brown,5,4.1,0.7,105,zara,minimal
16,rihanna,green,1,4.4,1.2,220,adidas,athleisure
25,none,white,6,6.6,2.1,225,nike,athleisure
23,none,red,5,2.8,3.4,36,thrift_stores,vintage
21,emma_chamberlain,blue,7,2.0,3.8,51,asos,y2k
20,none,black,1,7.5,3.0,138,adidas,athleisure
17,billie_eilish,black,1,6.0,2.0,119,nike,streetwear
24,harry_styles,black,1,5.7,2.7,143,nike,streetwear
17,harry_styles,black,4,8.0,3.3,73,nike,streetwear
18,zendaya,beige,1,7.8,1.7,122,hm,minimal
17,none,red,2,6.5,2.7,75,shein,streetwear
16,harry_styles,red,1,1.8,3.5,87,shein,streetwear
21,emma_chamberlain,brown,2,7.6,3.4,36,asos,vintage
17,none,red,5,1.3,1.0,186,shein,streetwear
23,bella_hadid,purple,7,4.5,1.4,144,asos,y2k
23,none,red,4,4.8,2.1,40,thrift_stores,vintage
21,emma_chamberlain,yellow,1,6.7,2.4,45,thrift_stores,vintage
20,style_blogger,beige,6,1.5,2.7,194,asos,minimal
24,none,brown,6,7.1,2.3,238,zara,minimal
19,emma_chamberlain,beige,6,2.8,3.6,58,asos,vintage
24,asap_rocky,white,7,2.9,1.6,64,urban_outfitters,streetwear
25,zendaya,brown,7,4.0,1.1,169,zara,minimal
17,none,white,1,4.3,1.8,92,hm,athleisure
25,style_blogger,yellow,7,3.4,0.7,75,thrift_stores,vintage
23,bella_hadid,white,6,6.6,2.2,76,hm,athleisure
19,none,yellow,2,2.2,2.1,30,thrift_stores,vintage
16,billie_eilish,white,5,7.8,1.8,61,urban_outfitters,streetwear
16,billie_eilish,black,5,1.1,2.0,115,urban_outfitters,streetwear
21,none,green,7,4.2,3.4,104,zara,athleisure
25,emma_chamberlain,black,5,1.9,1.1,295,zara,minimal
23,rihanna,black,4,4.8,1.4,150,adidas,athleisure
25,bella_hadid,black,3,2.4,0.9,241,zara,athleisure
16,emma_chamberlain,purple,3,3.6,3.1,41,urban_outfitters,y2k
17,billie_eilish,white,6,5.5,3.3,181,adidas,streetwear
23,none,pink,2,1.2,1.9,47,shein,y2k
24,style_blogger,white,4,5.8,1.2,260,urban_outfitters,minimal
25,zendaya,brown,2,6.1,3.6,267,urban_outfitters,minimal
23,none,black,3,3.0,1.8,245,adidas,athleisure
17,bella_hadid,white,2,6.1,2.3,41,shein,y2k
22,billie_eilish,black,6,2.8,0.8,119,urban_outfitters,streetwear
23,none,yellow,1,7.4,0.8,94,urban_outfitters,vintage
23,style_blogger,brown,4,7.6,1.4,293,zara,minimal
17,none,blue,4,3.5,3.2,177,nike,athleisure
16,harry_styles,white,2,3.5,1.9,75,urban_outfitters,streetwear
22,rihanna,blue,4,3.7,2.5,191,nike,athleisure
20,emma_chamberlain,beige,4,5.6,3.5,39,thrift_stores,vintage
22,style_blogger,brown,3,5.2,1.1,38,urban_outfitters,vintage
25,asap_rocky,white,3,1.1,1.9,88,urban_outfitters,streetwear
18,none,white,6,2.1,3.9,187,nike,streetwear
17,none,black,1,5.7,2.1,172,nike,streetwear
25,none,brown,6,2.4,3.4,79,urban_outfitters,vintage
18,emma_chamberlain,beige,1,4.0,3.9,59,thrift_stores,vintage
17,none,green,2,7.2,1.7,240,hm,athleisure
22,emma_chamberlain,beige,3,5.4,1.1,255,hm,minimal
23,bella_hadid,white,7,3.5,2.3,155,zara,athleisure
19,dua_lipa,purple,5,3.2,0.8,142,asos,y2k
21,none,red,2,5.7,1.6,76,thrift_stores,vintage
25,asap_rocky,red,5,2.7,3.1,167,urban_outfitters,streetwear
23,none,green,5,5.7,2.7,71,nike,athleisure
22,rihanna,black,2,6.0,0.5,134,zara,athleisure
22,harry_styles,green,1,7.4,1.6,139,adidas,streetwear
22,billie_eilish,black,2,5.1,1.7,190,adidas,streetwear
23,none,red,6,2.5,0.6,92,thrift_stores,vintage
20,none,brown,4,5.8,2.8,73,urban_outfitters,vintage
22,style_blogger,brown,2,4.0,2.8,246,zara,minimal
19,emma_chamberlain,white,3,3.3,2.0,141,urban_outfitters,y2k
25,none,blue,1,5.6,2.3,173,hm,athleisure
23,none,green,4,7.0,1.9,149,nike,athleisure
24,none,blue,6,7.9,2.1,162,zara,athleisure
18,none,black,6,5.1,3.0,203,zara,athleisure
25,style_blogger,black,1,7.7,3.6,227,asos,minimal
21,rihanna,blue,5,4.8,3.9,238,nike,athleisure
23,rihanna,blue,6,4.5,2.6,181,adidas,athleisure
21,style_blogger,brown,4,7.2,3.8,53,asos,vintage
18,bella_hadid,blue,1,6.4,2.8,88,shein,y2k
25,none,white,5,5.4,2.4,234,hm,athleisure
20,style_blogger,white,6,1.8,1.4,143,zara,minimal
19,bella_hadid,blue,7,3.9,1.3,199,nike,athleisure
19,none,white,1,7.7,2.6,194,nike,athleisure
22,rihanna,black,3,5.8,0.7,244,nike,athleisure
16,none,blue,2,2.5,2.4,91,asos,y2k
17,asap_rocky,red,5,8.0,0.6,65,adidas,streetwear
18,billie_eilish,red,6,1.1,0.8,90,shein,streetwear
22,style_blogger,beige,2,7.8,2.5,273,asos,minimal
22,emma_chamberlain,blue,4,6.3,1.6,35,shein,y2k
20,emma_chamberlain,yellow,1,1.4,3.1,97,thrift_stores,vintage
20,style_blogger,black,5,2.3,3.4,81,asos,minimal
20,style_blogger,beige,1,1.5,3.6,74,urban_outfitters,vintage
20,none,pink,3,7.2,3.8,58,forever21,y2k
21,harry_styles,white,5,2.3,3.3,140,shein,streetwear
23,none,beige,6,1.2,3.2,118,thrift_stores,vintage
16,none,green,2,2.8,3.4,244,adidas,athleisure
19,dua_lipa,white,5,1.3,0.9,87,urban_outfitters,y2k
21,none,beige,6,3.8,2.2,91,urban_outfitters,vintage
25,none,beige,2,6.2,2.0,245,asos,minimal
19,harry_styles,white,1,7.3,2.6,107,urban_outfitters,streetwear
24,none,black,3,1.6,2.2,102,adidas,athleisure
19,bella_hadid,white,2,4.1,1.9,143,shein,y2k
17,billie_eilish,black,3,4.9,1.8,143,urban_outfitters,streetwear
18,none,green,4,6.2,1.0,147,nike,athleisure
16,none,beige,5,5.3,2.3,267,zara,minimal
21,none,red,3,4.6,2.4,94,asos,vintage
21,bella_hadid,white,6,3.9,1.5,197,zara,athleisure
25,style_blogger,white,1,5.0,3.1,201,hm,minimal
19,billie_eilish,red,5,2.7,1.3,178,shein,streetwear
19,bella_hadid,black,1,2.1,3.0,165,hm,athleisure
22,none,green,2,6.5,0.6,224,nike,athleisure
16,dua_lipa,pink,4,5.7,3.0,136,asos,y2k
17,dua_lipa,pink,4,5.5,3.5,87,shein,y2k
25,emma_chamberlain,pink,5,3.0,2.5,44,asos,y2k
24,emma_chamberlain,yellow,7,7.4,2.1,110,asos,vintage
16,none,brown,5,4.9,2.3,117,urban_outfitters,vintage
20,emma_chamberlain,beige,6,5.2,3.3,107,urban_outfitters,minimal
21,style_blogger,brown,1,4.4,2.3,185,zara,minimal
19,billie_eilish,red,1,4.9,3.4,83,shein,streetwear
21,asap_rocky,white,7,8.0,1.2,64,urban_outfitters,streetwear
16,emma_chamberlain,brown,5,4.0,3.3,61,thrift_stores,vintage
24,bella_hadid,white,3,6.6,2.2,89,nike,athleisure
20,harry_styles,green,7,6.6,3.8,180,shein,streetwear
25,bella_hadid,white,4,7.7,1.5,95,urban_outfitters,y2k
17,harry_styles,green,3,3.6,2.7,95,nike,streetwear
20,none,white,2,4.6,1.7,237,nike,athleisure
25,none,white,7,7.4,3.2,149,adidas,athleisure
16,harry_styles,red,7,1.5,3.7,153,adidas,streetwear
18,bella_hadid,pink,2,3.1,1.0,76,forever21,y2k
18,none,white,2,2.3,2.2,118,adidas,athleisure
25,none,black,6,7.6,3.8,242,adidas,athleisure
21,none,white,3,4.3,3.4,124,nike,streetwear
17,rihanna,black,6,4.4,2.9,245,adidas,athleisure
23,harry_styles,black,1,6.6,1.8,135,urban_outfitters,streetwear
20,asap_rocky,green,3,6.3,2.9,102,urban_outfitters,streetwear
23,none,red,4,7.1,2.4,140,urban_outfitters,streetwear
24,rihanna,blue,5,4.6,1.1,213,adidas,athleisure
23,style_blogger,white,6,3.1,2.6,145,hm,minimal
19,asap_rocky,red,7,1.1,3.1,190,shein,streetwear
23,billie_eilish,red,5,3.0,1.8,127,adidas,streetwear
16,style_blogger,yellow,4,1.9,3.4,34,asos,vintage
16,dua_lipa,pink,6,5.5,3.5,135,urban_outfitters,y2k
24,rihanna,blue,1,6.8,3.4,209,adidas,athleisure
22,zendaya,brown,5,2.7,1.3,255,urban_outfitters,minimal
21,none,white,1,6.7,1.3,131,shein,streetwear
24,none,red,7,4.7,0.5,106,nike,streetwear
19,asap_rocky,black,3,7.1,1.3,179,shein,streetwear
18,bella_hadid,white,1,5.9,1.9,47,asos,y2k
19,rihanna,blue,6,5.1,2.1,69,nike,athleisure
17,bella_hadid,white,1,4.5,0.6,54,asos,y2k
17,dua_lipa,white,1,4.4,3.6,78,asos,y2k
20,bella_hadid,black,1,4.2,2.4,153,nike,athleisure
25,none,white,5,1.9,2.6,251,hm,minimal
18,rihanna,green,4,7.8,1.3,131,adidas,athleisure
16,none,red,7,2.8,1.9,139,shein,streetwear
17,zendaya,black,2,1.6,0.8,266,zara,minimal
19,dua_lipa,pink,6,6.9,2.8,39,urban_outfitters,y2k
22,zendaya,beige,6,2.8,0.7,251,urban_outfitters,minimal
25,none,yellow,7,1.7,2.9,47,urban_outfitters,vintage
20,none,yellow,5,5.0,3.7,28,thrift_stores,vintage
23,none,beige,6,2.9,1.6,113,urban_outfitters,vintage
17,billie_eilish,white,6,6.2,3.5,152,shein,streetwear
24,none,white,7,2.9,3.8,64,shein,y2k
18,none,white,4,5.6,1.3,292,asos,minimal
20,emma_chamberlain,brown,6,3.2,2.5,186,hm,minimal
17,none,white,5,7.0,2.1,122,adidas,streetwear
25,bella_hadid,green,2,1.7,2.2,78,hm,athleisure
23,bella_hadid,white,5,3.2,2.2,127,adidas,athleisure
24,style_blogger,white,3,1.8,3.2,256,zara,minimal
16,none,white,7,7.5,3.8,90,urban_outfitters,streetwear
23,none,brown,6,4.4,2.0,68,asos,vintage
18,none,white,6,2.0,2.6,82,nike,athleisure
20,none,brown,3,4.8,3.9,158,zara,minimal
23,style_blogger,white,1,4.1,0.7,97,asos,minimal
24,emma_chamberlain,beige,2,6.3,3.9,197,urban_outfitters,minimal
22,none,yellow,7,4.7,1.1,113,urban_outfitters,vintage
19,none,pink,3,4.9,0.7,115,urban_outfitters,y2k
25,style_blogger,beige,6,1.0,3.3,149,urban_outfitters,minimal
21,asap_rocky,white,5,1.9,0.9,177,nike,streetwear
22,asap_rocky,white,1,7.9,2.8,198,urban_outfitters,streetwear
24,asap_rocky,white,1,4.8,1.5,176,shein,streetwear
23,none,beige,1,2.1,3.9,168,zara,minimal
16,emma_chamberlain,brown,4,3.1,1.8,152,zara,minimal
16,none,red,1,1.2,3.9,106,nike,streetwear
16,bella_hadid,black,6,1.8,1.6,184,hm,athleisure
